"time","geo","unit","statinfo","quant_inc","quant_inc_label","statinfo_label","unit_label","value","flag"
2017,"EL","EUR","SHARE","P5","Fifth percentile","Share of national equivalised income","Euro",0.2,
2018,"EL","EUR","SHARE","P5","Fifth percentile","Share of national equivalised income","Euro",0.3,
2019,"EL","EUR","SHARE","P5","Fifth percentile","Share of national equivalised income","Euro",0.3,
2020,"EL","EUR","SHARE","P5","Fifth percentile","Share of national equivalised income","Euro",0.3,
2021,"EL","EUR","SHARE","P5","Fifth percentile","Share of national equivalised income","Euro",0.2,
2022,"EL","EUR","SHARE","P5","Fifth percentile","Share of national equivalised income","Euro",0.3,
2023,"EL","EUR","SHARE","P5","Fifth percentile","Share of national equivalised income","Euro",0.3,
2024,"EL","EUR","SHARE","P5","Fifth percentile","Share of national equivalised income","Euro",0.3,
2025,"EL","EUR","SHARE","P5","Fifth percentile","Share of national equivalised income","Euro",0.3,
2003,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.2,"b"
2004,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2005,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2006,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2007,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2008,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2009,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.2,
2010,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2011,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2012,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.2,
2013,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.2,
2014,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.2,
2015,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.2,
2016,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.2,
2017,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.2,
2018,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2019,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2020,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2021,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.2,
2022,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2023,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2024,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2025,"EL","NAC","SHARE","P5","Fifth percentile","Share of national equivalised income","National currency",0.3,
2003,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.2,"b"
2004,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2005,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2006,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2007,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2008,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2009,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.2,
2010,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2011,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2012,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.2,
2013,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.2,
2014,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.2,
2015,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.2,
2016,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.2,
2017,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.2,
2018,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2019,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2020,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2021,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.2,
2022,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2023,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2024,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2025,"EL","PPS","SHARE","P5","Fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",0.3,
2003,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",21199,"b"
2004,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",21867,
2005,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",24222,
2006,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",25580,
2007,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",26088,
2008,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",26926,
2009,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",27649,
2010,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",29734,
2011,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",26771,
2012,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",22210,
2013,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",19444,
2014,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",18767,
2015,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",18535,
2016,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",18107,
2017,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",18295,
2018,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",18067,
2019,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",18683,
2020,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",19835,
2021,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",20000,
2022,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",21875,
2023,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",22908,
2024,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",23917,
2025,"EL","EUR","TC","P95","Ninety-fifth percentile","Top cut-off point","Euro",26476,
2003,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",21199,"b"
2004,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",21867,
2005,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",24222,
2006,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",25580,
2007,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",26088,
2008,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",26926,
2009,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",27649,
2010,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",29734,
2011,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",26771,
2012,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",22210,
2013,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",19444,
2014,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",18767,
2015,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",18535,
2016,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",18107,
2017,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",18295,
2018,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",18067,
2019,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",18683,
2020,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",19835,
2021,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",20000,
2022,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",21875,
2023,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",22908,
2024,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",23917,
2025,"EL","NAC","TC","P95","Ninety-fifth percentile","Top cut-off point","National currency",26476,
2003,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",26436,"b"
2004,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",25463,
2005,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",27652,
2006,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",28986,
2007,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",29297,
2008,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",29998,
2009,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",30148,
2010,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",31314,
2011,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",28337,
2012,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",23494,
2013,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",21011,
2014,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",21196,
2015,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",21695,
2016,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",21843,
2017,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",21750,
2018,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",21240,
2019,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",22262,
2020,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",22983,
2021,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",22663,
2022,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",24910,
2023,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",25960,
2024,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",27414,
2025,"EL","PPS","TC","P95","Ninety-fifth percentile","Top cut-off point","Purchasing power standard (PPS)",30802,
2003,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2.1,"b"
2004,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2.1,
2005,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2.1,
2006,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2.1,
2007,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2,
2008,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2.1,
2009,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",1.9,
2010,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2,
2011,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2,
2012,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2.1,
2013,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2,
2014,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2,
2015,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2.1,
2016,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2,
2017,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2,
2018,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",1.9,
2019,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",1.9,
2020,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",1.9,
2021,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2,
2022,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",2,
2023,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",1.9,
2024,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",1.9,
2025,"EL","EUR","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Euro",1.9,
2003,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2.1,"b"
2004,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2.1,
2005,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2.1,
2006,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2.1,
2007,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2,
2008,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2.1,
2009,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",1.9,
2010,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2,
2011,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2,
2012,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2.1,
2013,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2,
2014,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2,
2015,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2.1,
2016,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2,
2017,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2,
2018,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",1.9,
2019,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",1.9,
2020,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",1.9,
2021,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2,
2022,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",2,
2023,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",1.9,
2024,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",1.9,
2025,"EL","NAC","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","National currency",1.9,
2003,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2.1,"b"
2004,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2.1,
2005,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2.1,
2006,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2.1,
2007,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2,
2008,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2.1,
2009,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",1.9,
2010,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2,
2011,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2,
2012,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2.1,
2013,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2,
2014,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2,
2015,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2.1,
2016,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2,
2017,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2,
2018,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",1.9,
2019,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",1.9,
2020,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",1.9,
2021,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2,
2022,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",2,
2023,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",1.9,
2024,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",1.9,
2025,"EL","PPS","SHARE","P95","Ninety-fifth percentile","Share of national equivalised income","Purchasing power standard (PPS)",1.9,
2003,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",23144,"b"
2004,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",22928,
2005,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",25900,
2006,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",27565,
2007,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",27840,
2008,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",28608,
2009,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",29867,
2010,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",31929,
2011,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",28800,
2012,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",23743,
2013,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",21008,
2014,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",20003,
2015,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",19507,
2016,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",19267,
2017,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",19525,
2018,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",19230,
2019,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",19605,
2020,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",21113,
2021,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",21440,
2022,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",23720,
2023,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",24862,
2024,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",26222,
2025,"EL","EUR","TC","P96","Ninety-sixth percentile","Top cut-off point","Euro",29280,
2003,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",23144,"b"
2004,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",22928,
2005,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",25900,
2006,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",27565,
2007,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",27840,
2008,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",28608,
2009,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",29867,
2010,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",31929,
2011,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",28800,
2012,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",23743,
2013,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",21008,
2014,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",20003,
2015,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",19507,
2016,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",19267,
2017,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",19525,
2018,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",19230,
2019,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",19605,
2020,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",21113,
2021,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",21440,
2022,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",23720,
2023,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",24862,
2024,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",26222,
2025,"EL","NAC","TC","P96","Ninety-sixth percentile","Top cut-off point","National currency",29280,
2003,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",28862,"b"
2004,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",26698,
2005,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",29567,
2006,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",31235,
2007,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",31264,
2008,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",31871,
2009,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",32567,
2010,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",33626,
2011,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",30484,
2012,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",25116,
2013,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",22701,
2014,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",22592,
2015,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",22832,
2016,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",23243,
2017,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",23211,
2018,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",22608,
2019,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",23360,
2020,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",24464,
2021,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",24295,
2022,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",27011,
2023,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",28174,
2024,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",30056,
2025,"EL","PPS","TC","P96","Ninety-sixth percentile","Top cut-off point","Purchasing power standard (PPS)",34064,
2003,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.3,"b"
2004,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.2,
2005,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.3,
2006,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.3,
2007,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.2,
2008,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.1,
2009,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.2,
2010,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.1,
2011,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.2,
2012,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.2,
2013,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.1,
2014,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.2,
2015,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.2,
2016,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.2,
2017,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.2,
2018,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.1,
2019,"EL","EUR","SHARE","P96","Ninety-sixth percentile","Share of national equivalised income","Euro",2.1,
