"time","geo","age","sex","income","unit","statinfo","statinfo_label","unit_label","income_label","sex_label","age_label","value","flag"
2023,"EL","TOTAL","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Total",28.2,
2024,"EL","TOTAL","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Total",27.2,
2025,"EL","TOTAL","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Total",27.1,
2003,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",30.1,
2004,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",34.3,
2005,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",33.4,
2006,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",31.2,
2007,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",30,
2008,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",29.5,
2009,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",27.3,
2010,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",31.9,
2011,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",29.3,
2012,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",29.8,
2014,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",29.9,
2015,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",29.1,
2016,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",27.7,
2017,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",27.7,
2018,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",26.4,
2019,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",26.7,
2020,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",26.3,
2021,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",26,
2022,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",25.9,
2023,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",23.6,
2024,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",20.9,
2025,"EL","Y_LT18","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","Less than 18 years",19.6,
2003,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",34.7,
2004,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",35.4,
2005,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",35.4,
2006,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",35.3,
2007,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",35.1,
2008,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",34.4,
2009,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",34.4,
2010,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",34.5,
2011,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",34,
2012,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",30.7,
2014,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",32.6,
2015,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",33.1,
2016,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",33.9,
2017,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",33.5,
2018,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",32.6,
2019,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",33.3,
2020,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",32.2,
2021,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",32.1,
2022,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",31.7,
2023,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",31.3,
2024,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",31.3,
2025,"EL","Y18-64","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","From 18 to 64 years",32.4,
2003,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",20.2,
2004,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",18.3,
2005,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",18.1,
2006,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",16.3,
2007,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",18.5,
2008,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",18.4,
2009,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",18.8,
2010,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",17.3,
2011,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",18.1,
2012,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",26.2,
2014,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",25,
2015,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",26.8,
2016,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",27.4,
2017,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",27.6,
2018,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",25.8,
2019,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",26.1,
2020,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",27.3,
2021,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",26.6,
2022,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",24.9,
2023,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",23.7,
2024,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",21.5,
2025,"EL","Y_GE65","F","PC_GE130","PC","MED","Median","Percentage","130 percent or over","Females","65 years or over",19.6,
2003,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",27.6,
2004,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",28.2,
2005,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",28.3,
2006,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",27.6,
2007,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",27.4,
2008,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",27.1,
2009,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",26.5,
2010,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",25.9,
2011,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",26.7,
2012,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",25.6,
2014,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",26.5,
2015,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",27.3,
2016,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",27.8,
2017,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",27.3,
2018,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",26,
2019,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",25.9,
2020,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",25.5,
2021,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",25.3,
2022,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",25.4,
2023,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",23.8,
2024,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",23,
2025,"EL","TOTAL","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Total",22.9,
2003,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",26.1,
2004,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",28.6,
2005,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",28.4,
2006,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",27,
2007,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",25.6,
2008,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",24.6,
2009,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",23.2,
2010,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",24.4,
2011,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",24.4,
2012,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",22.7,
2014,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",24.3,
2015,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",23.7,
2016,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",23.7,
2017,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",23.4,
2018,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",21.3,
2019,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",20.3,
2020,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",19.8,
2021,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",19.7,
2022,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",20.3,
2023,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",17.7,
2024,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",16.5,
2025,"EL","Y_LT18","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","Less than 18 years",15.9,
2003,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",30.5,
2004,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",31.1,
2005,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",31.2,
2006,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",31.1,
2007,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",30.6,
2008,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",30.2,
2009,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",30,
2010,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",29.2,
2011,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",29.9,
2012,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",26.9,
2014,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",28.6,
2015,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",29.3,
2016,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",29.8,
2017,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",29.1,
2018,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",28.1,
2019,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",28.4,
2020,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",27.5,
2021,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",27.2,
2022,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",27.1,
2023,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",26,
2024,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",25.7,
2025,"EL","Y18-64","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","From 18 to 64 years",26.8,
2003,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",18.3,
2004,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",17.6,
2005,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",17.3,
2006,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",15.7,
2007,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",17.4,
2008,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",18.1,
2009,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",17.1,
2010,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",15.9,
2011,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",17.7,
2012,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",23.2,
2014,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",21.8,
2015,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",24,
2016,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",25.2,
2017,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",24.6,
2018,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",23.6,
2019,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",23.4,
2020,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",24.2,
2021,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",24.5,
2022,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",24.1,
2023,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",22.1,
2024,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",20.4,
2025,"EL","Y_GE65","T","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Total","65 years or over",17.7,
2003,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",28.4,
2004,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",29.1,
2005,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",29.5,
2006,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",28.5,
2007,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",28.1,
2008,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",27.9,
2009,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",27.2,
2010,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",26.5,
2011,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",28.1,
2012,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",26.7,
2014,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",27.3,
2015,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",27.9,
2016,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",28.5,
2017,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",28,
2018,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",26.8,
2019,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",26.7,
2020,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",26.1,
2021,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",26.4,
2022,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",26.2,
2023,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",24.5,
2024,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",23.8,
2025,"EL","TOTAL","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Total",23.9,
2003,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",26.8,
2004,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",28.1,
2005,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",29.1,
2006,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",26.9,
2007,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",25,
2008,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",24.4,
2009,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",23.7,
2010,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",23.8,
2011,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",24,
2012,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",22.2,
2014,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",24.2,
2015,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",22.8,
2016,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",22.9,
2017,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",23.2,
2018,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",20.4,
2019,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",19.1,
2020,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",18.2,
2021,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",18.9,
2022,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",18.4,
2023,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",17.2,
2024,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",17.3,
2025,"EL","Y_LT18","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","Less than 18 years",16,
2003,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",30.9,
2004,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",31.8,
2005,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",32,
2006,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",31.5,
2007,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",30.9,
2008,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",30.3,
2009,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",30.3,
2010,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",29.3,
2011,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",31.2,
2012,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",27.9,
2014,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",29.3,
2015,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",29.7,
2016,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",29.9,
2017,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",29.5,
2018,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",28.7,
2019,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",29.3,
2020,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",28.1,
2021,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",28,
2022,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",27.6,
2023,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",26.2,
2024,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",25.5,
2025,"EL","Y18-64","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","From 18 to 64 years",27,
2003,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",19.7,
2004,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",19.8,
2005,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",19,
2006,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",18.8,
2007,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",20.1,
2008,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",21.5,
2009,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",19,
2010,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",18.6,
2011,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",20.7,
2012,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",26.3,
2014,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",23.5,
2015,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",26.8,
2016,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",28.7,
2017,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",27.4,
2018,"EL","Y_GE65","M","PC_GE140","PC","MED","Median","Percentage","140 percent or over","Males","65 years or over",26.7,
