"time","geo","unit","hhcomp","rskpovth","statinfo","statinfo_label","rskpovth_label","hhcomp_label","unit_label","value","flag"
2012,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",23.1,
2013,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",23.1,
2014,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",22.1,
2015,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",21.3,
2016,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",21.1,
2017,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",20.2,
2018,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",18.4,
2019,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",17.7,
2020,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",17.6,
2021,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",19.5,
2022,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",18.8,
2023,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",18.9,
2024,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",19.5,
2025,"EL","PC","TOTAL","B_60","MED_EI","Median equivalised income","Below 60%","Total","Percentage",19.5,
2015,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",100,
2016,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",90,
2017,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",81,
2018,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",70,
2019,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",73,
2020,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",76,
2021,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",87,
2022,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",74,
2023,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",103,
2024,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",117,
2025,"EL","THS_PER","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Thousand persons",128,
1995,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",22,
1996,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",19,
1997,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",16,
1998,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",22,
1999,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",21,
2000,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",22,
2001,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",16,
2003,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",21,"b"
2004,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",18.8,
2005,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",18.6,
2006,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",18,
2007,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",24.6,
2008,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",22.7,
2009,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",23,
2010,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",26.3,
2011,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",24.3,
2012,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",19.3,
2013,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",21.8,
2014,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",22.2,
2015,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",24.1,
2016,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",22.1,
2017,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",19.8,
2018,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",17.7,
2019,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",19.2,
2020,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",20,
2021,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",22.4,
2022,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",19.9,
2023,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",18.8,
2024,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",20.9,
2025,"EL","PC","M1","B_60","MED_EI","Median equivalised income","Below 60%","One single male","Percentage",22.8,
2015,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",160,
2016,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",140,
2017,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",136,
2018,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",128,
2019,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",128,
2020,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",147,
2021,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",149,
2022,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",153,
2023,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",230,
2024,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",235,
2025,"EL","THS_PER","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Thousand persons",263,
1995,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",36,
1996,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",33,
1997,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",36,
1998,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",41,
1999,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",34,
2000,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",33,
2001,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",39,
2003,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",30.2,"b"
2004,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",34.2,
2005,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",32.2,
2006,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",27.9,
2007,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",28.7,
2008,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",26.7,
2009,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",28.3,
2010,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",27.7,
2011,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",25.8,
2012,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",24.1,
2013,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",22.9,
2014,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",22.9,
2015,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",24,
2016,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",21.1,
2017,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",20.7,
2018,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",19.3,
2019,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",18.9,
2020,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",21.6,
2021,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",22.3,
2022,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",23.1,
2023,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",27.4,
2024,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",28.3,
2025,"EL","PC","F1","B_60","MED_EI","Median equivalised income","Below 60%","One single female","Percentage",32,
2015,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",259,
2016,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",230,
2017,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",217,
2018,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",198,
2019,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",201,
2020,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",222,
2021,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",235,
2022,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",228,
2023,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",334,
2024,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",352,
2025,"EL","THS_PER","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Thousand persons",392,
1995,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",31,
1996,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",29,
1997,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",30,
1998,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",35,
1999,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",30,
2000,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",29,
2001,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",32,
2003,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",27.1,"b"
2004,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",28.9,
2005,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",27.9,
2006,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",24.6,
2007,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",27.3,
2008,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",25.3,
2009,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",26.5,
2010,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",27.2,
2011,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",25.2,
2012,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",22.2,
2013,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",22.4,
2014,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",22.6,
2015,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",24,
2016,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",21.5,
2017,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",20.3,
2018,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",18.7,
2019,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",19,
2020,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",21.1,
2021,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",22.3,
2022,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",21.9,
2023,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",24,
2024,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",25.3,
2025,"EL","PC","A1","B_60","MED_EI","Median equivalised income","Below 60%","One adult","Percentage",28.3,
2015,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",58,
2016,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",53,
2017,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",51,
2018,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",53,
2019,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",48,
2020,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",34,
2021,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",48,
2022,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",56,
2023,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",72,
2024,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",61,
2025,"EL","THS_PER","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Thousand persons",46,
1995,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",32,
1996,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",27,
1997,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",23,
1998,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",18,
1999,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",30,"u"
2000,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",23,"u"
2001,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",37,
2003,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",34.3,"b"
2004,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",37.9,
2005,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",43.5,
2006,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",29.6,
2007,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",34.2,
2008,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",27.1,
2009,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",32.1,
2010,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",33.4,
2011,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",43.2,
2012,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",66,
2013,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",37.2,
2014,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",27.8,
2015,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",32.2,
2016,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",31.4,
2017,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",30.3,
2018,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",32.8,
2019,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",36.9,
2020,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",24,
2021,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",33.9,
2022,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",37.7,
2023,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",37.1,
2024,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",35.7,
2025,"EL","PC","A1_DCH","B_60","MED_EI","Median equivalised income","Below 60%","One adult with dependent children","Percentage",27.4,
2015,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",331,
2016,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",323,
2017,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",307,
2018,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",275,
2019,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",293,
2020,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",267,
2021,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",301,
2022,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",327,
2023,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",328,
2024,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",353,
2025,"EL","THS_PER","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Thousand persons",382,
2003,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",23.5,"b"
2004,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",22.3,
2005,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",21.9,
2006,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",20.5,
2007,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",18.5,
2008,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",18.7,
2009,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",19.5,
2010,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",19.9,
2011,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",19.9,
2012,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",15.1,
2013,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",13.1,
2014,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",14.3,
2015,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",13.9,
2016,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",13.6,
2017,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",12.9,
2018,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",11.7,
2019,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",12.4,
2020,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",11.4,
2021,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",12.9,
2022,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",14.2,
2023,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",14,
2024,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",15,
2025,"EL","PC","A2","B_60","MED_EI","Median equivalised income","Below 60%","Two adults","Percentage",16.2,
2015,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",215,
2016,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",238,
2017,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",215,
2018,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",213,
2019,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",172,
2020,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",165,
2021,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",198,
2022,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",167,
2023,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",195,
2024,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",219,
2025,"EL","THS_PER","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Thousand persons",192,
1995,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",11,
1996,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",11,
1997,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",13,
1998,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",11,
1999,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",10,
2000,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",9,
2001,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",8,
2003,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",14.6,"b"
2004,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",15.4,
2005,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",14.1,
2006,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",15.2,
2007,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",19.8,
2008,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",17.5,
2009,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",22.3,
2010,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",21.6,
2011,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",17.7,
2012,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",25.3,
2013,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",20.2,
2014,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",22.6,
2015,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",18.9,
2016,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",20.2,
2017,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",18.6,
2018,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",17.7,
2019,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",15.3,
2020,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",14.4,
2021,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",17.4,
2022,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",17.6,
2023,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",17,
2024,"EL","PC","A2_DCH1","B_60","MED_EI","Median equivalised income","Below 60%","Two adults with one dependent child","Percentage",18.9,
