"time","geo","unit","statinfo","sex","age","age_label","sex_label","statinfo_label","unit_label","value","flag"
2022,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",11956,
2023,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",12395,
2024,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",13580,
2025,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",14837,
2003,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",7826,"b"
2004,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",8810,
2005,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",9238,
2006,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",9822,
2007,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",9452,
2008,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",10667,
2009,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",11088,
2010,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",11962,
2011,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",10261,
2012,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",8506,
2013,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",6905,
2014,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",7352,
2015,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",6667,
2016,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",6614,
2017,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",6938,
2018,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",7275,
2019,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",7694,
2020,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",8447,
2021,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",8112,
2022,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",9034,
2023,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",9460,
2024,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",10480,
2025,"EL","EUR","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Euro",11133,
2003,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",7826,"b"
2004,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",8810,
2005,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",9238,
2006,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",9822,
2007,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",9452,
2008,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",10667,
2009,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",11088,
2010,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",11962,
2011,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",10261,
2012,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",8506,
2013,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",6905,
2014,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",7352,
2015,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",6667,
2016,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",6614,
2017,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",6938,
2018,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",7275,
2019,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",7694,
2020,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",8447,
2021,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",8112,
2022,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",9034,
2023,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",9460,
2024,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",10480,
2025,"EL","NAC","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","National currency",11133,
2003,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",9760,"b"
2004,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",10258,
2005,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",10546,
2006,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",11130,
2007,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",10615,
2008,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",11883,
2009,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",12178,
2010,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",12598,
2011,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",10861,
2012,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",8998,
2013,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",7461,
2014,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",8304,
2015,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",7803,
2016,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",7979,
2017,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",8248,
2018,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",8553,
2019,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",9168,
2020,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",9787,
2021,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",9192,
2022,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",10288,
2023,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",10720,
2024,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",12012,
2025,"EL","PPS","MED_EI","T","Y6-11","From 6 to 11 years","Total","Median equivalised income","Purchasing power standard (PPS)",12952,
2003,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",9836,"b"
2004,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",10188,
2005,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",11950,
2006,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",12285,
2007,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",11428,
2008,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",12235,
2009,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",12829,
2010,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",13261,
2011,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",11669,
2012,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",10843,
2013,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",8535,
2014,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",8716,
2015,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",7831,
2016,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",8077,
2017,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",8342,
2018,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",8472,
2019,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",8696,
2020,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",9108,
2021,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",9345,
2022,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",10256,
2023,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",10373,
2024,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",11387,
2025,"EL","EUR","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Euro",13123,
2003,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",9836,"b"
2004,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",10188,
2005,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",11950,
2006,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",12285,
2007,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",11428,
2008,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",12235,
2009,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",12829,
2010,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",13261,
2011,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",11669,
2012,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",10843,
2013,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",8535,
2014,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",8716,
2015,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",7831,
2016,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",8077,
2017,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",8342,
2018,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",8472,
2019,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",8696,
2020,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",9108,
2021,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",9345,
2022,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",10256,
2023,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",10373,
2024,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",11387,
2025,"EL","NAC","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","National currency",13123,
2003,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",12265,"b"
2004,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",11864,
2005,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",13642,
2006,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",13920,
2007,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",12834,
2008,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",13631,
2009,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",14090,
2010,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",13965,
2011,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",12351,
2012,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",11470,
2013,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9223,
2014,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9845,
2015,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9166,
2016,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9744,
2017,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9917,
2018,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9960,
2019,"EL","PPS","MEAN_EI","M","Y6-11","From 6 to 11 years","Males","Mean equivalised income","Purchasing power standard (PPS)",10362,
