"time","geo","unit","statinfo","sex","age","age_label","sex_label","statinfo_label","unit_label","value","flag"
2022,"EL","EUR","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Euro",11293,
2023,"EL","EUR","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Euro",11999,
2024,"EL","EUR","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Euro",13024,
2025,"EL","EUR","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Euro",14365,
1995,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",6078,
1996,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",6549,
1997,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",7218,
1998,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",7775,
1999,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",8271,
2000,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",8751,
2001,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",9261,
2003,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",10633,"b"
2004,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",11101,
2005,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",11977,
2006,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",12364,
2007,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",12784,
2008,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",13490,
2009,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",14123,
2010,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",14430,
2011,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",13328,
2012,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",10899,
2013,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",9910,
2014,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",9166,
2015,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",9019,
2016,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",9007,
2017,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",9042,
2018,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",9393,
2019,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",9720,
2020,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",10439,
2021,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",10445,
2022,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",11293,
2023,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",11999,
2024,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",13024,
2025,"EL","NAC","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","National currency",14365,
1995,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9143,
1996,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9323,
1997,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9875,
1998,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",10221,
1999,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",10505,
2000,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",11519,
2001,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",11822,
2003,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",13260,"b"
2004,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",12926,
2005,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",13673,
2006,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",14010,
2007,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",14357,
2008,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",15028,
2009,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",15511,
2010,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",15197,
2011,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",14108,
2012,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",11529,
2013,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",10709,
2014,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",10352,
2015,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",10556,
2016,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",10865,
2017,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",10750,
2018,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",11044,
2019,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",11582,
2020,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",12095,
2021,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",11836,
2022,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",12860,
2023,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",13598,
2024,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",14928,
2025,"EL","PPS","MEAN_EI","M","Y25-49","From 25 to 49 years","Males","Mean equivalised income","Purchasing power standard (PPS)",16712,
1995,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",6075,
1996,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",6216,
1997,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",6933,
1998,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",7301,
1999,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",7224,
2000,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",7685,
2001,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",8079,
2003,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",9160,"b"
2004,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",9894,
2005,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",10476,
2006,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",10677,
2007,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",11135,
2008,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",12000,
2009,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",12400,
2010,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",13000,
2011,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",11940,
2012,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",9897,
2013,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",8844,
2014,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",8100,
2015,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",7752,
2016,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",7639,
2017,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",7753,
2018,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",8225,
2019,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",8603,
2020,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",9461,
2021,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",9509,
2022,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",10147,
2023,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",10868,
2024,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",11506,
2025,"EL","EUR","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Euro",12851,
1995,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",5197,
1996,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",5594,
1997,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",6292,
1998,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",6709,
1999,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",7097,
2000,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",7437,
2001,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",8079,
2003,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",9160,"b"
2004,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",9894,
2005,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",10476,
2006,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",10677,
2007,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",11135,
2008,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",12000,
2009,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",12400,
2010,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",13000,
2011,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",11940,
2012,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",9897,
2013,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",8844,
2014,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",8100,
2015,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",7752,
2016,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",7639,
2017,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",7753,
2018,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",8225,
2019,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",8603,
2020,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",9461,
2021,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",9509,
2022,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",10147,
2023,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",10868,
2024,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",11506,
2025,"EL","NAC","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","National currency",12851,
1995,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",7818,
1996,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",7964,
1997,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",8608,
1998,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",8819,
1999,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",9013,
2000,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",9789,
2001,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",10313,
2003,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",11423,"b"
2004,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",11522,
2005,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",11960,
2006,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",12099,
2007,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",12505,
2008,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",13369,
2009,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",13619,
2010,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",13691,
2011,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",12638,
2012,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",10469,
2013,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",9557,
2014,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",9148,
2015,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",9074,
2016,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",9215,
2017,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",9217,
2018,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",9670,
2019,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",10251,
2020,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",10963,
2021,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",10775,
2022,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",11555,
2023,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",12315,
2024,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",13188,
2025,"EL","PPS","MED_EI","M","Y25-49","From 25 to 49 years","Males","Median equivalised income","Purchasing power standard (PPS)",14951,
1995,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",6812,
1996,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",7108,
1997,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",7839,
1998,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",8498,
1999,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",8245,
2000,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",8684,
2001,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",8966,
2003,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",10500,"b"
2004,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",10927,
2005,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",11942,
2006,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",12347,
2007,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",12626,
2008,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",13363,
2009,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",13892,
2010,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",14290,
2011,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",12913,
2012,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",10792,
2013,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",9541,
2014,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",8907,
2015,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",8668,
2016,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",8665,
2017,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",8827,
2018,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",9052,
2019,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",9515,
2020,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",10004,
2021,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",10028,
2022,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",11053,
2023,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",12024,
2024,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",12948,
2025,"EL","EUR","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Euro",13959,
1995,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",5827,
1996,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",6397,
1997,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",7114,
1998,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",7808,
1999,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",8100,
2000,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",8404,
2001,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",8966,
2003,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",10500,"b"
2004,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",10927,
2005,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",11942,
2006,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",12347,
2007,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",12626,
2008,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",13363,
2009,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",13892,
2010,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",14290,
2011,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",12913,
2012,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",10792,
2013,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",9541,
2014,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",8907,
2015,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",8668,
2016,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",8665,
2017,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",8827,
2018,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",9052,
2019,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",9515,
2020,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",10004,
2021,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",10028,
2022,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",11053,
2023,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",12024,
2024,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",12948,
2025,"EL","NAC","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","National currency",13959,
1995,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",8767,
1996,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",9107,
1997,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",9732,
1998,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",10265,
1999,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",10286,
2000,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",11063,
2001,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",11446,
2003,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",13095,"b"
2004,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",12723,
2005,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",13633,
2006,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",13992,
2007,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",14179,
2008,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",14887,
2009,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",15258,
2010,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",15050,
2011,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",13668,
2012,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",11416,
2013,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",10310,
2014,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",10060,
2015,"EL","PPS","MEAN_EI","F","Y25-49","From 25 to 49 years","Females","Mean equivalised income","Purchasing power standard (PPS)",10146,
